property_type,sector,bedRoom,bathroom,balcony,agePossession,floor_num,total_floors,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,sector 88a,3.0,3.0,2.0,Moderately Old,3.0,17.0,2407.0,0,0,0,Medium,Low Floor,1.5
flat,sector 92,3.0,2.0,3.0,Moderately Old,11.0,14.0,1370.03,0,0,0,High,Low Floor,0.9
flat,sector 92,4.0,4.0,2.0,New Property,16.0,19.0,2090.03,1,0,0,High,Low Floor,1.08
flat,sector 92,2.0,2.0,2.0,New Property,5.0,15.0,1498.01,0,0,0,Low,Low Floor,0.62
flat,sector 68,4.0,4.0,3.0,New Property,23.0,36.0,1998.96,0,0,0,High,Low Floor,1.7
flat,sector 2,1.0,1.0,1.0,Moderately Old,5.0,16.0,465.0,0,0,1,Medium,Low Floor,0.4
flat,sector 107,3.0,4.0,0.0,New Property,1.0,14.0,2360.95,0,0,0,Medium,Low Floor,1.4
flat,sector 12,3.0,3.0,1.0,Old Property,2.0,5.0,999.97,0,0,0,Low,Low Floor,0.35
flat,sector 103,3.0,4.0,3.0,Under Construction,11.0,13.0,2357.0,1,0,0,High,Low Floor,1.25
flat,sector 28,2.0,2.0,2.0,Moderately Old,1.0,26.0,1109.0,0,0,0,Low,Low Floor,1.35
flat,sector 86,3.0,3.0,3.0,Under Construction,9.0,13.0,1894.98,1,0,0,Low,Low Floor,1.05
flat,sector 48,5.0,5.0,3.0,Old Property,4.0,5.0,3905.04,1,0,0,Medium,Low Floor,3.3
flat,sector 108,3.0,3.0,3.0,Moderately Old,3.0,22.0,1822.01,0,0,0,High,Low Floor,0.95
flat,sector 24,3.0,4.0,3.0,Old Property,9.0,9.0,3699.98,1,0,2,Medium,Low Floor,5.8
flat,sector 54,4.0,6.0,3.0,Moderately Old,7.0,36.0,3123.04,1,0,2,High,Low Floor,11.0
house,sector 70a,5.0,4.0,3.0,New Property,0.0,3.0,2610.0,1,0,1,Medium,Mid Floor,5.25
house,sector 43,10.0,10.0,3.0,New Property,0.0,5.0,549.0,1,0,0,Low,Mid Floor,2.1
house,sector 66,5.0,5.0,3.0,New Property,0.0,3.0,3240.0,1,1,1,High,Mid Floor,12.0
house,sector 25,6.0,6.0,1.0,Moderately Old,0.0,3.0,2844.0,0,1,1,Medium,Mid Floor,10.85
house,sector 43,3.0,4.0,3.0,New Property,0.0,4.0,1935.0,1,0,1,Medium,Mid Floor,1.95
house,sector 25,4.0,3.0,3.0,Moderately Old,0.0,2.0,1350.0,0,1,0,Low,Low Floor,4.45
house,sector 28,6.0,7.0,3.0,Moderately Old,0.0,3.0,3240.0,1,1,0,Medium,Mid Floor,9.0
house,sector 26,5.0,6.0,3.0,Moderately Old,0.0,3.0,4518.0,1,1,1,Medium,Mid Floor,15.0
house,b block sushant lok phase 1,5.0,6.0,3.0,Moderately Old,0.0,3.0,2700.0,1,1,1,Low,Mid Floor,8.25
house,sector 25,9.0,9.0,3.0,Old Property,0.0,3.0,3600.0,1,1,0,Medium,Mid Floor,10.75
house,sector 38,2.0,7.0,3.0,Moderately Old,0.0,3.0,900.0,0,1,0,Low,Mid Floor,2.1
house,sector 50,4.0,4.0,3.0,Moderately Old,0.0,3.0,240.0,1,0,1,Low,Mid Floor,7.35
house,sector 49,6.0,6.0,3.0,Moderately Old,0.0,3.0,2880.0,1,1,2,High,Mid Floor,4.45
house,sector 9,9.0,9.0,3.0,Moderately Old,0.0,3.0,2628.0,0,0,1,Medium,Mid Floor,3.4
house,sector 66,5.0,6.0,3.0,Moderately Old,0.0,3.0,3150.0,1,1,1,High,Mid Floor,12.0
house,sector 48,4.0,4.0,3.0,Old Property,0.0,2.0,3240.0,1,0,1,Low,Low Floor,8.4
house,sector 48,4.0,4.0,2.0,Moderately Old,0.0,0.0,3240.0,1,1,0,High,Low Floor,8.5
house,sector 25,2.0,9.0,3.0,Moderately Old,0.0,4.0,1935.0,0,1,1,Medium,Mid Floor,7.6
house,sector 43,5.0,5.0,3.0,Moderately Old,0.0,3.0,2700.0,1,0,1,Low,Mid Floor,7.0
house,sector 4,5.0,5.0,1.0,Old Property,0.0,1.0,5067.0,1,0,1,Low,Low Floor,4.75
house,sector 9,9.0,9.0,3.0,Moderately Old,0.0,3.0,2610.0,0,0,0,Low,Mid Floor,3.5
house,sector 40,9.0,9.0,3.0,Moderately Old,0.0,3.0,2367.0,1,1,1,Medium,Mid Floor,5.0
house,sector 50,5.0,5.0,3.0,Moderately Old,0.0,3.0,3240.0,1,0,0,Low,Mid Floor,10.56
house,sector 67,4.0,5.0,3.0,Moderately Old,0.0,2.0,2259.0,0,1,1,Medium,Low Floor,5.46
house,sector 25,5.0,6.0,3.0,Old Property,0.0,3.0,2700.0,1,1,1,Medium,Mid Floor,10.0
house,sector 25,10.0,10.0,3.0,Old Property,0.0,3.0,3159.0,0,0,1,Medium,Mid Floor,9.0
house,sector 7,2.0,2.0,2.0,Old Property,0.0,2.0,1440.0,0,0,0,Low,Low Floor,1.95
house,sector 57,4.0,4.0,2.0,Moderately Old,0.0,3.0,1728.0,0,1,1,Medium,Mid Floor,3.3
house,sector 28,4.0,4.0,3.0,Old Property,0.0,3.0,2700.0,0,0,1,High,Mid Floor,6.0
house,sector 25,5.0,5.0,3.0,Old Property,0.0,3.0,2700.0,1,1,0,Low,Mid Floor,9.0
house,sector 26,5.0,5.0,3.0,Old Property,0.0,2.0,1800.0,1,1,0,Low,Low Floor,5.8
house,sector 25,5.0,5.0,3.0,Moderately Old,0.0,2.0,1800.0,1,0,1,Medium,Low Floor,6.25
house,sector 70a,4.0,5.0,3.0,Moderately Old,0.0,3.0,2610.0,1,1,1,High,Mid Floor,5.4
house,c block sushant lok phase 1,4.0,4.0,2.0,Old Property,0.0,2.0,1935.0,1,1,0,Low,Low Floor,5.75
house,sector 2,3.0,3.0,2.0,Old Property,0.0,2.0,1557.0,0,0,0,Low,Low Floor,2.55
house,sector 2,8.0,6.0,3.0,Moderately Old,0.0,0.0,3240.0,1,1,0,Low,Low Floor,5.6
house,sector 45,5.0,8.0,3.0,Moderately Old,0.0,3.0,4500.0,1,1,2,High,Mid Floor,17.0
house,sector 112,4.0,6.0,3.0,New Property,0.0,2.0,6382.02,1,1,1,High,Low Floor,7.99
house,sector 49,2.0,6.0,3.0,Moderately Old,0.0,3.0,1467.0,0,0,0,Medium,Mid Floor,3.75
house,sector 48,3.0,4.0,2.0,Moderately Old,0.0,2.0,2592.0,1,1,1,High,Low Floor,7.25
house,sector 48,4.0,5.0,3.0,Moderately Old,0.0,2.0,4000.0,1,0,1,Medium,Low Floor,8.4
house,sector 55,4.0,4.0,3.0,Old Property,0.0,2.0,1449.0,0,0,1,Low,Low Floor,3.55
house,sector 91,4.0,4.0,3.0,Moderately Old,0.0,3.0,3400.0,1,1,1,Medium,Mid Floor,2.5
house,sector 86,4.0,4.0,3.0,Moderately Old,0.0,3.0,3400.0,1,1,1,High,Mid Floor,2.5
house,sector 111,5.0,5.0,3.0,Moderately Old,0.0,3.0,7999.95,1,0,0,High,Mid Floor,9.0
house,sector 40,3.0,3.0,2.0,Moderately Old,0.0,3.0,900.0,0,0,1,Low,Mid Floor,2.1
house,sector 14,5.0,5.0,1.0,Moderately Old,0.0,1.0,3253.0,0,0,0,Low,Low Floor,4.5
house,c block sushant lok phase 1,5.0,4.0,3.0,Moderately Old,0.0,3.0,1935.03,1,0,1,Low,Mid Floor,6.5
house,sector 23,4.0,4.0,2.0,Old Property,0.0,2.0,3078.0,0,0,0,Low,Low Floor,5.0
house,sector 109,4.0,4.0,3.0,New Property,0.0,2.0,2430.0,1,0,0,Medium,Low Floor,5.5
house,sector 109,4.0,4.0,3.0,New Property,0.0,2.0,5400.0,1,0,1,Medium,Low Floor,5.65
house,sector 66,4.0,4.0,3.0,Moderately Old,0.0,3.0,2403.04,1,1,0,High,Mid Floor,8.8
house,sector 4,3.0,3.0,2.0,Old Property,0.0,2.0,2250.0,0,0,0,Low,Low Floor,3.25
house,sector 4,3.0,3.0,2.0,Old Property,0.0,1.0,4950.0,0,0,0,Low,Low Floor,5.0
house,sector 50,4.0,5.0,2.0,Moderately Old,0.0,3.0,4000.0,1,0,1,High,Mid Floor,10.45
house,sector 48,5.0,6.0,3.0,Moderately Old,0.0,2.0,8775.0,1,1,1,High,Low Floor,19.5
house,sector 82,5.0,5.0,3.0,Moderately Old,0.0,2.0,3240.0,1,0,1,Medium,Low Floor,7.5
house,laxman vihar phase 2,3.0,2.0,1.0,Moderately Old,0.0,1.0,783.0,0,0,0,Low,Low Floor,0.67
house,sector 109,4.0,4.0,2.0,Moderately Old,0.0,3.0,4800.0,1,0,0,High,Mid Floor,5.75
house,sector 109,4.0,5.0,3.0,Moderately Old,0.0,3.0,5400.0,1,1,0,High,Mid Floor,5.7
house,sector 9,3.0,3.0,2.0,Old Property,0.0,1.0,2367.0,0,0,1,Low,Low Floor,3.2
house,sector 48,4.0,5.0,3.0,Moderately Old,0.0,2.0,3195.0,1,1,1,High,Low Floor,7.69
house,sector 82,4.0,4.0,3.0,Moderately Old,0.0,1.0,3240.0,1,0,1,Medium,Low Floor,7.0
house,sector 7,2.0,2.0,2.0,Moderately Old,0.0,1.0,1080.0,0,0,1,Low,Low Floor,1.55
house,sector 7,4.0,4.0,3.0,Old Property,0.0,3.0,2628.0,0,0,0,Low,Mid Floor,3.85
house,sector 7,2.0,2.0,2.0,Old Property,0.0,2.0,1440.0,0,0,0,Low,Low Floor,2.0
house,sector 7,3.0,3.0,2.0,Old Property,0.0,2.0,2250.0,0,0,0,Low,Low Floor,3.1
house,sector 7,3.0,3.0,2.0,Old Property,0.0,2.0,1440.0,0,0,1,Low,Low Floor,2.25
house,sector 50,4.0,4.0,2.0,Old Property,0.0,3.0,3400.0,1,0,0,High,Mid Floor,7.0
house,sector 48,4.0,5.0,3.0,Moderately Old,0.0,2.0,4000.0,1,0,1,Medium,Low Floor,8.5
house,sector 66,4.0,5.0,2.0,New Property,0.0,3.0,267.0,1,0,0,High,Mid Floor,8.7
house,sector 109,5.0,6.0,3.0,Moderately Old,0.0,3.0,4500.0,1,1,0,Medium,Mid Floor,12.5
house,sector 109,4.0,5.0,3.0,Moderately Old,0.0,2.0,5400.0,1,0,0,Medium,Low Floor,6.8
house,sector 109,7.0,6.0,3.0,Moderately Old,0.0,3.0,3600.0,1,0,0,High,Mid Floor,9.5
house,sector 109,5.0,6.0,2.0,Moderately Old,0.0,2.0,5400.0,1,0,0,High,Low Floor,7.0
house,sector 109,5.0,5.0,2.0,Moderately Old,0.0,2.0,2430.0,1,0,0,High,Low Floor,6.2
house,sector 56,5.0,5.0,3.0,Moderately Old,0.0,3.0,1449.0,0,0,0,Low,Mid Floor,3.6
house,sector 109,4.0,5.0,2.0,Moderately Old,0.0,2.0,2430.0,1,0,1,Medium,Low Floor,5.9
house,sector 109,4.0,5.0,3.0,Moderately Old,0.0,2.0,2214.0,1,0,1,Medium,Low Floor,5.85
house,sector 70a,4.0,4.0,3.0,Moderately Old,0.0,2.0,6000.0,1,0,0,High,Low Floor,4.0
house,sector 70a,4.0,4.0,3.0,Moderately Old,0.0,3.0,6000.01,1,1,1,High,Mid Floor,5.35
house,sector 25,6.0,7.0,3.0,Moderately Old,0.0,2.0,1800.0,1,0,1,Medium,Low Floor,6.6
house,sector 109,4.0,5.0,3.0,Moderately Old,0.0,2.0,6999.98,0,0,1,High,Low Floor,6.3
house,sector 109,5.0,6.0,3.0,Moderately Old,0.0,2.0,7000.0,1,0,1,High,Low Floor,12.0
house,sector 105,3.0,2.0,1.0,Moderately Old,0.0,1.0,720.0,0,0,0,Low,Low Floor,0.65
house,laxman vihar phase 2,3.0,3.0,2.0,Moderately Old,0.0,2.0,1350.0,0,0,0,Low,Low Floor,0.55
house,laxman vihar phase 2,3.0,3.0,1.0,Moderately Old,0.0,1.0,13500.0,0,0,0,Low,Low Floor,0.85
house,laxman vihar phase 2,2.0,2.0,1.0,Moderately Old,0.0,2.0,67.0,0,0,0,Low,Low Floor,0.58
house,laxman vihar phase 2,1.0,1.0,1.0,Moderately Old,0.0,1.0,70.0,0,0,0,Low,Low Floor,0.65
house,laxman vihar phase 2,2.0,2.0,2.0,Moderately Old,0.0,2.0,61.0,0,0,0,Low,Low Floor,0.61
house,laxman vihar phase 2,3.0,3.0,2.0,Moderately Old,0.0,2.0,76.0,0,0,0,Low,Low Floor,0.67
house,sector 43,6.0,6.0,3.0,Moderately Old,0.0,2.0,1935.0,1,0,1,Medium,Low Floor,5.8
house,sector 109,4.0,5.0,3.0,Moderately Old,0.0,2.0,2430.0,1,0,1,Medium,Low Floor,6.0
house,sector 57,9.0,9.0,3.0,New Property,0.0,3.0,2660.0,1,0,1,Medium,Mid Floor,6.25
house,sector 31,4.0,4.0,2.0,Moderately Old,0.0,2.0,1557.0,1,0,1,Medium,Low Floor,3.69
house,sector 43,7.0,7.0,3.0,Moderately Old,0.0,4.0,963.0,0,0,1,Low,Mid Floor,2.5
house,sector 43,1.0,1.0,0.0,Old Property,0.0,1.0,1935.0,0,0,0,Low,Low Floor,5.5
house,sector 50,4.0,4.0,2.0,Moderately Old,0.0,2.0,4500.0,1,0,0,High,Low Floor,15.0
house,sector 50,3.0,3.0,1.0,Moderately Old,0.0,2.0,2160.0,1,0,0,High,Low Floor,6.95
house,sector 2,5.0,5.0,2.0,Old Property,0.0,2.0,4550.0,0,0,2,Medium,Low Floor,5.7
house,sector 109,7.0,5.0,3.0,Moderately Old,0.0,4.0,480.0,1,0,0,Medium,Mid Floor,11.3
house,sector 109,7.0,5.0,3.0,Moderately Old,0.0,4.0,4500.0,1,0,0,Medium,Mid Floor,11.25
house,sector 109,4.0,4.0,3.0,Moderately Old,0.0,4.0,5400.0,1,0,0,High,Mid Floor,5.7
house,sector 12,3.0,7.0,3.0,Moderately Old,0.0,3.0,3750.0,0,1,0,Low,Mid Floor,1.0
house,sector 7,3.0,1.0,1.0,Moderately Old,0.0,3.0,550.0,0,0,0,Low,Mid Floor,0.66
house,sector 4,3.0,2.0,1.0,New Property,0.0,2.0,684.0,0,0,0,Low,Low Floor,0.7
house,sector 24,3.0,3.0,1.0,Old Property,0.0,0.0,540.0,0,0,0,Low,Low Floor,1.45
house,sector 5,4.0,3.0,2.0,Old Property,0.0,1.0,1070.0,0,0,0,Low,Low Floor,0.95
house,sector 9a,9.0,9.0,3.0,Moderately Old,0.0,3.0,14.0,0,0,1,Medium,Mid Floor,4.5
house,sector 3,3.0,1.0,0.0,Moderately Old,0.0,1.0,1008.04,0,0,0,Low,Low Floor,0.9
house,sector 41,7.0,7.0,3.0,Moderately Old,0.0,3.0,2475.0,1,1,2,High,Mid Floor,7.0
house,sector 56,4.0,4.0,3.0,Moderately Old,0.0,2.0,1503.0,0,0,1,Low,Low Floor,4.0
house,sector 7,2.0,4.0,3.0,Old Property,0.0,3.0,900.0,1,0,1,Low,Mid Floor,0.9
house,sector 24,7.0,7.0,3.0,Moderately Old,0.0,3.0,3000.01,0,0,1,Low,Mid Floor,2.75
house,sohna road,2.0,4.0,3.0,Moderately Old,0.0,3.0,725.0,0,0,0,Low,Mid Floor,0.5
house,sector 6,3.0,3.0,2.0,Moderately Old,0.0,2.0,600.0,0,0,0,Low,Low Floor,0.5
house,sector 105,3.0,3.0,0.0,Moderately Old,0.0,3.0,450.04,0,0,0,Low,Mid Floor,0.6
house,sector 105,2.0,2.0,1.0,Moderately Old,0.0,2.0,651.0,0,0,0,Low,Low Floor,0.35
house,sector 26,4.0,3.0,2.0,Moderately Old,0.0,2.0,981.0,0,0,1,Low,Low Floor,4.0
house,sector 11,4.0,3.0,2.0,Old Property,0.0,1.0,1800.0,0,0,0,Low,Low Floor,2.2
house,sector 7,4.0,5.0,3.0,Old Property,0.0,1.0,3600.0,1,0,0,Medium,Low Floor,8.0
house,sector 8,2.0,3.0,3.0,Moderately Old,0.0,2.0,900.0,0,0,0,Low,Low Floor,0.82
house,sector 3,3.0,3.0,0.0,Moderately Old,0.0,2.0,112.05,0,0,0,Low,Low Floor,0.9
house,sector 12,4.0,4.0,1.0,Moderately Old,0.0,2.0,1700.0,0,0,0,Low,Low Floor,0.7
house,sector 11,5.0,3.0,0.0,Moderately Old,0.0,1.0,1299.96,0,0,0,Low,Low Floor,0.95
house,sector 28,2.0,6.0,3.0,Moderately Old,0.0,3.0,1350.0,0,0,0,Low,Mid Floor,3.5
house,sector 26,3.0,5.0,3.0,Old Property,0.0,3.0,1800.0,0,0,1,Low,Mid Floor,6.0
house,sector 92,4.0,4.0,3.0,Moderately Old,0.0,3.0,5000.0,0,0,0,Low,Mid Floor,2.75
house,sector 76,4.0,4.0,0.0,New Property,0.0,14.0,3643.0,0,0,0,Low,High Floor,1.75
house,sector 72,5.0,5.0,3.0,Moderately Old,0.0,21.0,3653.0,0,0,0,Low,High Floor,3.1
house,sohna road,3.0,2.0,2.0,Moderately Old,0.0,1.0,1119.98,0,0,0,Low,Low Floor,0.85
house,sector 12,2.0,4.0,0.0,Moderately Old,0.0,2.0,675.0,0,0,0,Low,Low Floor,0.9
house,new palam vihar,2.0,2.0,2.0,Moderately Old,0.0,3.0,270.0,0,0,0,Low,Mid Floor,0.34
house,sector 2,6.0,6.0,2.0,Moderately Old,0.0,1.0,4229.0,0,0,0,Low,Low Floor,5.0
house,sector 14,3.0,3.0,3.0,Moderately Old,0.0,1.0,2250.0,0,0,0,Low,Low Floor,5.0
house,sector 33,5.0,7.0,3.0,Moderately Old,0.0,2.0,500.0,1,1,0,Medium,Low Floor,9.5
house,sector 56,8.0,8.0,3.0,Moderately Old,0.0,0.0,303.0,0,0,1,Low,Low Floor,7.25
house,sector 3,3.0,3.0,0.0,Old Property,0.0,0.0,210.0,0,0,0,Low,Low Floor,1.5
house,sector 93,3.0,2.0,1.0,Moderately Old,0.0,3.0,1152.0,0,0,0,Medium,Mid Floor,1.3
house,sector 5,5.0,5.0,3.0,Old Property,0.0,3.0,3399.99,0,0,0,Low,Mid Floor,3.75
house,sector 13,10.0,10.0,2.0,Old Property,0.0,1.0,4216.0,0,0,0,Low,Low Floor,2.25
house,sector 7,5.0,3.0,2.0,Old Property,0.0,2.0,1350.0,0,0,0,Low,Low Floor,1.15
house,sector 5,2.0,2.0,1.0,Old Property,0.0,1.0,899.97,0,0,0,Low,Low Floor,0.8
house,sector 21,5.0,5.0,2.0,Moderately Old,0.0,3.0,120.0,0,0,0,Low,Mid Floor,1.6
house,sector 26,5.0,5.0,2.0,Moderately Old,0.0,3.0,1782.72,1,0,0,Low,Mid Floor,7.0
house,sector 9,3.0,2.0,1.0,Moderately Old,0.0,1.0,822.04,0,0,0,Low,Low Floor,0.5
house,sector 38,10.0,10.0,3.0,Moderately Old,0.0,1.0,347.03,0,0,0,Low,Low Floor,8.0
house,sector 21,3.0,2.0,1.0,Moderately Old,0.0,1.0,696.0,0,0,0,Low,Low Floor,0.45
house,sector 13,6.0,6.0,0.0,Old Property,0.0,3.0,192.03,0,0,0,Low,Mid Floor,0.62
house,sector 6,6.0,4.0,0.0,Moderately Old,0.0,3.0,240.03,0,0,0,Low,Mid Floor,1.0
house,laxman vihar phase 2,2.0,1.0,3.0,Moderately Old,0.0,0.0,4635.0,0,0,0,Low,Low Floor,4.12
house,sector 109,3.0,4.0,0.0,Moderately Old,0.0,12.0,2149.98,0,0,0,Low,High Floor,1.87
house,sector 5,1.0,1.0,0.0,Old Property,0.0,1.0,999.97,0,0,0,Low,Low Floor,0.85
house,sector 12,3.0,3.0,0.0,New Property,0.0,2.0,664.0,0,0,0,Low,Low Floor,0.42
house,sector 105,4.0,4.0,1.0,Moderately Old,0.0,2.0,900.0,0,0,0,Low,Low Floor,1.2
house,sector 5,2.0,2.0,0.0,Old Property,0.0,1.0,130.03,0,0,0,Low,Low Floor,0.75
house,sector 105,5.0,3.0,3.0,Moderately Old,0.0,3.0,3499.99,0,0,0,Low,Mid Floor,1.35
house,sector 57,3.0,3.0,2.0,Old Property,0.0,2.0,2160.0,1,0,0,Medium,Low Floor,4.7
house,sector 9,2.0,2.0,2.0,Moderately Old,0.0,1.0,386.0,0,0,0,Low,Low Floor,0.22
house,sector 9,3.0,6.0,3.0,Old Property,0.0,3.0,1431.0,0,0,0,Low,Mid Floor,1.25
house,sector 12,1.0,1.0,2.0,Moderately Old,0.0,1.0,2342.0,0,0,0,Low,Low Floor,1.7
house,sector 2,4.0,4.0,1.0,Moderately Old,0.0,2.0,2996.99,0,0,0,Low,Low Floor,6.0
house,sector 55,4.0,4.0,0.0,Old Property,0.0,2.0,1499.95,0,0,0,Low,Low Floor,2.8
house,sohna road,1.0,1.0,0.0,Moderately Old,0.0,1.0,33.0,0,0,0,Low,Low Floor,0.07
house,sector 38,3.0,3.0,2.0,Moderately Old,0.0,1.0,1874.0,0,0,0,Low,Low Floor,3.5
house,sector 28,4.0,2.0,2.0,Moderately Old,0.0,2.0,1692.0,0,0,0,Low,Low Floor,2.58
house,sector 63,4.0,4.0,3.0,New Property,0.0,27.0,3950.03,0,0,0,Medium,High Floor,8.5
house,sector 21,3.0,3.0,2.0,Old Property,0.0,3.0,972.0,0,0,0,Low,Mid Floor,0.6
house,sector 9,4.0,3.0,1.0,Old Property,0.0,2.0,200.0,0,0,0,Low,Low Floor,1.1
house,sector 38,3.0,2.0,2.0,Moderately Old,0.0,1.0,1712.0,0,0,0,Low,Low Floor,3.5
house,sector 56,2.0,2.0,2.0,Moderately Old,0.0,1.0,1000.0,0,0,0,Medium,Low Floor,2.95
house,sector 105,3.0,2.0,2.0,Moderately Old,0.0,1.0,1199.96,0,0,0,Low,Low Floor,0.7
house,sector 7,2.0,4.0,2.0,Moderately Old,0.0,3.0,1291.0,0,0,0,Medium,Mid Floor,1.16
house,sector 25,6.0,5.0,2.0,Moderately Old,0.0,3.0,6000.01,0,0,0,Low,Mid Floor,16.0
house,sector 28,5.0,6.0,3.0,Moderately Old,0.0,4.0,5000.0,0,0,0,Low,Mid Floor,8.95
house,c block sushant lok phase 1,9.0,9.0,3.0,Moderately Old,0.0,4.0,3510.0,1,0,0,Low,Mid Floor,14.0
house,sector 7,4.0,5.0,0.0,Old Property,0.0,3.0,330.02,0,0,0,Low,Mid Floor,1.35
house,sector 50,6.0,6.0,0.0,Moderately Old,0.0,2.0,4860.98,0,0,0,Low,Low Floor,13.2
house,sector 12,9.0,9.0,3.0,Old Property,0.0,3.0,9000.0,0,0,0,Low,Mid Floor,6.0
house,sector 4,3.0,4.0,1.0,Old Property,0.0,2.0,989.96,0,0,0,Low,Low Floor,1.1
house,sector 37d,5.0,5.0,3.0,Moderately Old,0.0,2.0,1900.0,0,0,0,Low,Low Floor,2.5
house,sector 7,2.0,2.0,0.0,Old Property,0.0,1.0,899.97,0,0,0,Low,Low Floor,0.53
house,sector 7,2.0,2.0,1.0,Moderately Old,0.0,2.0,1800.0,0,0,0,Low,Low Floor,2.0
house,sector 56,10.0,10.0,3.0,Moderately Old,0.0,4.0,8286.0,1,0,2,Medium,Mid Floor,8.0
house,sector 13,1.0,1.0,0.0,Old Property,0.0,1.0,936.03,0,0,0,Low,Low Floor,0.45
house,sector 105,2.0,2.0,1.0,Moderately Old,0.0,1.0,450.0,0,0,0,Low,Low Floor,0.37
house,sector 11,10.0,6.0,3.0,Old Property,0.0,3.0,3500.0,0,0,0,Low,Mid Floor,1.35
house,sector 105,2.0,2.0,0.0,Moderately Old,0.0,1.0,100.0,0,0,0,Low,Low Floor,0.5
house,sector 8,3.0,1.0,0.0,Moderately Old,0.0,2.0,550.04,0,0,0,Low,Low Floor,0.62
house,sector 25,3.0,9.0,2.0,New Property,0.0,3.0,13012.0,0,0,0,Low,Mid Floor,8.0
house,sector 92,4.0,5.0,0.0,Moderately Old,0.0,13.0,2359.99,0,0,0,Low,High Floor,1.8
house,sector 108,4.0,4.0,3.0,Moderately Old,0.0,1.0,3000.01,0,0,0,Low,Low Floor,1.7
house,sector 5,2.0,1.0,0.0,Old Property,0.0,1.0,1099.96,0,0,0,Low,Low Floor,0.55
house,sector 5,6.0,1.0,0.0,New Property,0.0,1.0,3000.01,0,0,0,Low,Low Floor,1.5
house,sector 109,3.0,2.0,0.0,Moderately Old,0.0,1.0,2359.99,0,0,0,Low,Low Floor,1.55
house,sector 4,4.0,2.0,2.0,Moderately Old,0.0,0.0,585.0,0,0,0,Low,Low Floor,0.65
house,sector 8,4.0,6.0,1.0,Moderately Old,0.0,3.0,558.0,0,0,0,Low,Mid Floor,1.6
house,sector 7,2.0,1.0,1.0,New Property,0.0,3.0,450.0,0,0,0,Low,Mid Floor,0.95
house,sector 82a,5.0,6.0,3.0,Moderately Old,0.0,6.0,5139.98,0,0,0,Low,Mid Floor,3.85
house,sector 6,3.0,2.0,1.0,Old Property,0.0,2.0,612.0,0,0,0,Low,Low Floor,0.66
house,sector 13,2.0,2.0,2.0,Old Property,0.0,3.0,1426.0,0,0,0,Low,Mid Floor,1.5
house,sector 17a,2.0,2.0,1.0,Old Property,0.0,1.0,105.0,0,0,0,Low,Low Floor,1.52
house,new palam vihar,3.0,2.0,2.0,Old Property,0.0,1.0,1080.05,0,0,0,Low,Low Floor,1.0
house,sector 4,3.0,3.0,0.0,Old Property,0.0,1.0,1129.99,0,0,0,Low,Low Floor,0.85
house,sector 7,3.0,2.0,0.0,Old Property,0.0,1.0,1171.0,0,0,0,Low,Low Floor,0.45
house,sector 39,5.0,5.0,0.0,Moderately Old,0.0,1.0,340.0,0,0,0,Low,Low Floor,5.15
house,sector 14,5.0,5.0,0.0,Moderately Old,0.0,4.0,2500.0,0,0,0,Low,Mid Floor,6.5
house,sector 17,2.0,5.0,3.0,Old Property,0.0,3.0,1440.0,0,0,0,Medium,Mid Floor,3.5
house,sector 25,9.0,9.0,0.0,Moderately Old,0.0,1.0,6999.98,0,0,0,Low,Low Floor,13.5
house,sector 2,9.0,9.0,3.0,Moderately Old,0.0,3.0,2430.0,0,0,1,Low,Mid Floor,5.7
house,sector 43,1.0,1.0,0.0,Under Construction,0.0,0.0,1242.0,0,0,0,Low,Low Floor,3.3
house,sector 7,4.0,2.0,2.0,Old Property,0.0,2.0,1575.0,0,0,0,Medium,Low Floor,1.75
house,sector 3,4.0,2.0,2.0,Old Property,0.0,2.0,1170.0,0,0,0,Low,Low Floor,0.75
house,sector 12,8.0,8.0,3.0,Moderately Old,0.0,3.0,4800.0,1,0,2,Low,Mid Floor,3.5
house,sector 3,4.0,1.0,0.0,Moderately Old,0.0,1.0,602.99,0,0,0,Low,Low Floor,0.92
house,sector 4,4.0,4.0,3.0,Old Property,0.0,2.0,1800.0,0,0,0,Low,Low Floor,1.1
house,sector 6,4.0,4.0,2.0,Moderately Old,0.0,1.0,479.96,0,0,0,Low,Low Floor,0.75
house,sector 4,2.0,3.0,0.0,Old Property,0.0,1.0,159.95,0,0,0,Low,Low Floor,1.25
house,sector 10a,4.0,3.0,2.0,Moderately Old,0.0,1.0,2366.98,0,0,0,Low,Low Floor,4.25
house,sector 3,1.0,1.0,1.0,Moderately Old,0.0,1.0,479.96,0,0,0,Low,Low Floor,0.37
house,sector 54,4.0,4.0,0.0,Moderately Old,0.0,1.0,269.96,0,0,0,Low,Low Floor,5.7
house,sector 70a,3.0,2.0,1.0,New Property,0.0,3.0,781.0,0,0,0,Low,Mid Floor,2.1
house,sohna road,1.0,4.0,3.0,Old Property,0.0,4.0,535.0,0,0,0,Low,Mid Floor,1.2
house,sector 28,4.0,4.0,0.0,Moderately Old,0.0,4.0,360.05,0,0,0,Low,Mid Floor,4.5
house,sector 17,4.0,4.0,0.0,Moderately Old,0.0,1.0,3513.0,0,0,0,Low,Low Floor,3.0
house,sector 48,4.0,6.0,3.0,Old Property,0.0,3.0,3240.0,1,0,0,Medium,Mid Floor,8.5
